ID,Gênero ,Raça,Idade,"Nível de escolaridade
",Situação Profissional ,"Possui filhos?  (Insira o número, no caso de não possuir colocar o número zero)",Renda,Muito obrigado por fazer parte da nossa pesquisa utilize este espaço para deixar seus comentários e sugestões 
580,Feminino,Negra ( pretos e pardos),Menor que 18 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Não possuo renda,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
581,Masculino,Branca,50–64 anos,Graduação (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
582,Feminino,Branca,65 anos ou mais,Ensino Médio ou Técnico (completo ou incompleto),Aposentado,4,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
583,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
584,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
585,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
586,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
587,Feminino,Branca,50–64 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),2,De 5 a 10 salários mínimos: R$ 6.510 a R$ 13.020,"Se melhorarem o transporte público todo mundo iria passar a usar, eu uso porque a empresa fornece vale e não levo muito tempo além de ajudar o meio ambiente. Porém se levasse mais tempo para chegar ao trabalho provavelmente iria de carro."
588,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
589,Feminino,Branca,25–49 anos,Graduação (completo ou incompleto),Estudante,1,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
590,Masculino,Negra ( pretos e pardos),Menor que 18 anos,Ensino Médio ou Técnico (completo ou incompleto),Estudante,0,Não possuo renda,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
591,Feminino,Negra ( pretos e pardos),Menor que 18 anos,Ensino Médio ou Técnico (completo ou incompleto),Desempregado,1,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
592,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,Até 1 salário mínimo:  R$ 1.302,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
593,Masculino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
594,Masculino,Negra ( pretos e pardos),25–49 anos,"Pós-graduação (Especialização; MBA; Mestrado; Doutorado, seja completo ou incompleto)",Empregado (carteira assinada ou autônomo),0,De 3 a 5 salários mínimos: R$ 3.906 a R$ 6.510,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
595,Masculino,Branca,50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),2,De 2 a 3 salários mínimos: R$ 2.604 a R$ 3.906,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
596,Feminino,Negra ( pretos e pardos),50–64 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),3,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
597,Feminino,Negra ( pretos e pardos),25–49 anos,Ensino Médio ou Técnico (completo ou incompleto),Empregado (carteira assinada ou autônomo),0,De 1 a 2 salários mínimos: R$ 1.302 a R$ 2.604,"Bom dia, e valido esta pesquisa, mas as perguntas não foram bem elaboradas, pois se descorda de algo no item anterior no próximo você entra com a pergunta retornando a mesma ideia para dar atura resposta, como se descordo com a recompensa de algo para utilizar o transporte que vai gerar custo adicional pois agem vai pagar esta recompensa você retorna na próxima fase folhando se eu gostaria de ganhar 2 reais de recompensa . já falei que agostaria de ganhar nada , entendeu. Formular o questionário corretamente"
